Macroclimate;Specie;Site;code;Plant;N seeds;
Mediterranean;Sedum anglicum;Cañada;240821-09;8;142;*valores aproximados semillas muy pequeñas para contador
Mediterranean;Sedum anglicum;Cañada;240821-09;9;333;*valores aproximados semillas muy pequeñas para contador
Mediterranean;Sedum anglicum;Cañada;240821-09;10;197;*valores aproximados semillas muy pequeñas para contador
Mediterranean;Sedum anglicum;Penauta;250821-09;1;538;*valores aproximados por peso semilla
Mediterranean;Sedum anglicum;Penauta;250821-09;2;4;
Mediterranean;Sedum anglicum;Penauta;250821-09;3;692;*valores aproximados por peso semilla
Mediterranean;Sedum anglicum;Penauta;250821-09;4;605;*valores aproximados por peso semilla
Mediterranean;Sedum anglicum;Penauta;250821-09;5;236;*valores aproximados por peso semilla
Mediterranean;Sedum anglicum;Penauta;250821-09;6;289;*valores aproximados por peso semilla
Mediterranean;Sedum anglicum;Penauta;250821-09;7;471;*valores aproximados por peso semilla
Mediterranean;Sedum anglicum;Penauta;250821-09;8;876;*valores aproximados por peso semilla
Mediterranean;Sedum anglicum;Penauta;250821-09;9;195;*valores aproximados por peso semilla
Mediterranean;Sedum anglicum;Penauta;250821-09;10;205;*valores aproximados por peso semilla
Mediterranean;Sedum brevifolium;Cañada;240821-11;1;614;*valores aproximados por peso semilla
Mediterranean;Sedum brevifolium;Cañada;240821-11;2;140;*valores aproximados por peso semilla
Mediterranean;Sedum brevifolium;Cañada;240821-11;3;96;*valores aproximados por peso semilla
Mediterranean;Sedum brevifolium;Cañada;240821-11;4;436;*valores aproximados por peso semilla
Mediterranean;Sedum brevifolium;Cañada;240821-11;5;100;*valores aproximados por peso semilla
Mediterranean;Sedum brevifolium;Cañada;240821-11;6;295;*valores aproximados por peso semilla
Mediterranean;Sedum brevifolium;Cañada;240821-11;7;67;*valores aproximados por peso semilla
Mediterranean;Sedum brevifolium;Cañada;240821-11;8;86;*valores aproximados por peso semilla
Mediterranean;Sedum brevifolium;Cañada;240821-11;9;339;*valores aproximados por peso semilla
Mediterranean;Sedum brevifolium;Cañada;240821-11;10;27;*valores aproximados por peso semilla
Mediterranean;Sedum brevifolium;Penauta;250821-08;1;202;*valores aproximados por peso semilla
Mediterranean;Sedum brevifolium;Penauta;250821-08;2;348;*valores aproximados por peso semilla
Mediterranean;Sedum brevifolium;Penauta;250821-08;3;176;*valores aproximados por peso semilla
Mediterranean;Sedum brevifolium;Penauta;250821-08;4;390;*valores aproximados por peso semilla
Mediterranean;Sedum brevifolium;Penauta;250821-08;5;985;*valores aproximados por peso semilla
Mediterranean;Sedum brevifolium;Penauta;250821-08;6;433;*valores aproximados por peso semilla
Mediterranean;Sedum brevifolium;Penauta;250821-08;7;626;*valores aproximados por peso semilla
Mediterranean;Sedum brevifolium;Penauta;250821-08;8;1130;*valores aproximados por peso semilla
Mediterranean;Sedum brevifolium;Penauta;250821-08;9;229;*valores aproximados por peso semilla
Mediterranean;Sedum brevifolium;Penauta;250821-08;10;288;*valores aproximados por peso semilla
Mediterranean;Sempervivum arachnoideo;Penauta;230821-02;1;214;*valores aproximados por peso semilla
Mediterranean;Sempervivum arachnoideo;Penauta;230821-02;2;98;*valores aproximados por peso semilla
Mediterranean;Sempervivum arachnoideo;Penauta;230821-02;3;528;*valores aproximados por peso semilla
Mediterranean;Sempervivum arachnoideo;Penauta;230821-02;4;34;*valores aproximados por peso semilla
Mediterranean;Sempervivum arachnoideo;Penauta;230821-02;5;158;*valores aproximados por peso semilla
Mediterranean;Sempervivum arachnoideo;Penauta;230821-02;6;142;*valores aproximados por peso semilla
Mediterranean;Sempervivum arachnoideo;Penauta;230821-02;7;31;*valores aproximados por peso semilla
Mediterranean;Sempervivum arachnoideo;Penauta;230821-02;8;226;*valores aproximados por peso semilla
Mediterranean;Sempervivum arachnoideo;Penauta;230821-02;9;621;*valores aproximados por peso semilla
Mediterranean;Sempervivum arachnoideo;Penauta;230821-02;10;162;*valores aproximados por peso semilla
Mediterranean;Sempervivum arachnoideo;Solana;230921-04;1;127;*valores aproximados por peso semilla
Mediterranean;Sempervivum arachnoideo;Solana;230921-04;2;1145;*valores aproximados por peso semilla
Mediterranean;Sempervivum arachnoideo;Solana;230921-04;3;472;*valores aproximados por peso semilla
Mediterranean;Sempervivum arachnoideo;Solana;230921-04;4;716;*valores aproximados por peso semilla
Mediterranean;Sempervivum arachnoideo;Solana;230921-04;5;739;*valores aproximados por peso semilla
Mediterranean;Sempervivum arachnoideo;Solana;230921-04;6;419;*valores aproximados por peso semilla
Mediterranean;Sempervivum arachnoideo;Solana;230921-04;7;125;*valores aproximados por peso semilla
Mediterranean;Sempervivum arachnoideo;Solana;230921-04;8;748;*valores aproximados por peso semilla
Mediterranean;Sempervivum arachnoideo;Solana;230921-04;9;496;*valores aproximados por peso semilla
Mediterranean;Sempervivum arachnoideo;Solana;230921-04;10;515;*valores aproximados por peso semilla
Temperate;Sesleria caerula;Los cazadores;310821-03;1;1;
Temperate;Sesleria caerula;Los cazadores;310821-03;2;13;
Temperate;Sesleria caerula;Los cazadores;310821-03;3;7;
Temperate;Sesleria caerula;Los cazadores;310821-03;4;1;
Temperate;Sesleria caerula;Los cazadores;310821-03;5;2;
Temperate;Sesleria caerula;Los cazadores;310821-03;6;21;
Temperate;Sesleria caerula;Los cazadores;310821-03;7;3;
Temperate;Sesleria caerula;Los cazadores;310821-03;8;3;
Temperate;Sesleria caerula;Los cazadores;310821-03;9;8;
Temperate;Sesleria caerula;Los cazadores;310821-03;10;0;
Temperate;Sesleria caerula;Los cazadores;300822-05;1;1;pasadas?
Temperate;Sesleria caerula;Los cazadores;300822-05;2;1;pasadas?
Temperate;Sesleria caerula;Los cazadores;300822-05;3;0;pasadas?
Temperate;Sesleria caerula;Los cazadores;300822-05;4;0;pasadas?
Temperate;Sesleria caerula;Los cazadores;300822-05;5;0;pasadas?
Temperate;Sesleria caerula;Los cazadores;300822-05;6;0;pasadas?
Temperate;Sesleria caerula;Los cazadores;300822-05;7;0;pasadas?
Temperate;Sesleria caerula;Los cazadores;300822-05;8;0;pasadas?
Temperate;Sesleria caerula;Los cazadores;300822-05;9;0;pasadas?
Temperate;Sesleria caerula;Los cazadores;300822-05;10;0;pasadas?
Temperate;Silene acaulis;Hou sin tierri;130921-07;1;98;
Temperate;Silene acaulis;Hou sin tierri;130921-07;2;16;
Temperate;Silene acaulis;Hou sin tierri;130921-07;3;174;
Temperate;Silene acaulis;Hou sin tierri;130921-07;4;134;
Temperate;Silene acaulis;Hou sin tierri;130921-07;5;12;
Temperate;Silene acaulis;Hou sin tierri;130921-07;6;100;
Temperate;Silene acaulis;Hou sin tierri;130921-07;7;201;
Temperate;Silene acaulis;Hou sin tierri;130921-07;8;407;
Temperate;Silene acaulis;Hou sin tierri;130921-07;9;93;
Temperate;Silene acaulis;Hou sin tierri;130921-07;10;6;
Temperate ;Silene acaulis;Los boches;140921-03;1;198;
Temperate ;Silene acaulis;Los boches;140921-03;2;24;
Temperate ;Silene acaulis;Los boches;140921-03;3;94;
Temperate ;Silene acaulis;Los boches;140921-03;4;37;
Temperate ;Silene acaulis;Los boches;140921-03;5;143;
Temperate ;Silene acaulis;Los boches;140921-03;6;18;
Temperate ;Silene acaulis;Los boches;140921-03;7;342;
Temperate ;Silene acaulis;Los boches;140921-03;8;2;
Temperate ;Silene acaulis;Los boches;140921-03;9;49;
Temperate ;Silene acaulis;Los boches;140921-03;10;;
Temperate;Silene ciliata;Boches;140921-09;1;32;pasadas?
Temperate;Silene ciliata;Boches;140921-09;2;10;pasadas?
Temperate;Silene ciliata;Boches;140921-09;3;16;pasadas?
Temperate;Silene ciliata;Boches;140921-09;4;18;pasadas?
Temperate;Silene ciliata;Boches;140921-09;5;2;pasadas?
Temperate;Silene ciliata;Boches;140921-09;6;25;pasadas?
Temperate;Silene ciliata;Boches;140921-09;7;8;pasadas?
Temperate;Silene ciliata;Boches;140921-09;8;2;pasadas?
Temperate;Silene ciliata;Boches;140921-09;9;4;pasadas?
Temperate;Silene ciliata;Boches;140921-09;10;8;pasadas?
Temperate ;Silene ciliata;Hoyo sin tierra;300821-11;1;54;
Temperate ;Silene ciliata;Hoyo sin tierra;300821-11;2;109;
Temperate ;Silene ciliata;Hoyo sin tierra;300821-11;3;141;
Temperate ;Silene ciliata;Hoyo sin tierra;300821-11;4;238;
Temperate ;Silene ciliata;Hoyo sin tierra;300821-11;5;202;
Temperate ;Silene ciliata;Hoyo sin tierra;300821-11;6;71;
Temperate ;Silene ciliata;Hoyo sin tierra;300821-11;7;293;
Temperate ;Silene ciliata;Hoyo sin tierra;300821-11;8;19;
Temperate ;Silene ciliata;Hoyo sin tierra;300821-11;9;174;
Temperate ;Silene ciliata;Hoyo sin tierra;300821-11;10;116;
Mediterranean;Silene ciliata;Penauta;230921-01;1;0;pasadas?
Mediterranean;Silene ciliata;Penauta;230921-01;2;2;pasadas?
Mediterranean;Silene ciliata;Penauta;230921-01;3;2;pasadas?
Mediterranean;Silene ciliata;Penauta;230921-01;4;0;pasadas?
Mediterranean;Silene ciliata;Penauta;230921-01;5;1;pasadas?
Mediterranean;Silene ciliata;Penauta;230921-01;6;0;pasadas?
Mediterranean;Silene ciliata;Penauta;230921-01;7;11;pasadas?
Mediterranean;Silene ciliata;Penauta;230921-01;8;2;pasadas?
Mediterranean;Silene ciliata;Penauta;230921-01;9;0;pasadas?
Mediterranean;Silene ciliata;Penauta;230921-01;10;7;pasadas?
Mediterranean;Silene ciliata;Solana;230921-03;1;8;pasadas?
Mediterranean;Silene ciliata;Solana;230921-03;2;2;pasadas?
Mediterranean;Silene ciliata;Solana;230921-03;3;7;pasadas?
Mediterranean;Silene ciliata;Solana;230921-03;4;0;pasadas?
Mediterranean;Silene ciliata;Solana;230921-03;5;1;pasadas?
Mediterranean;Silene ciliata;Solana;230921-03;6;8;pasadas?
Mediterranean;Silene ciliata;Solana;230921-03;7;8;pasadas?
Mediterranean;Silene ciliata;Solana;230921-03;8;0;pasadas?
Mediterranean;Silene ciliata;Solana;230921-03;9;26;pasadas?
Mediterranean;Silene ciliata;Solana;230921-03;10;7;pasadas?
Mediterranean;Solidago virgaurea;Penauta;250821-13;1;61;
Mediterranean;Solidago virgaurea;Penauta;250821-13;2;18;
Mediterranean;Solidago virgaurea;Penauta;250821-13;3;25;
Mediterranean;Solidago virgaurea;Penauta;250821-13;4;141;
Mediterranean;Solidago virgaurea;Penauta;250821-13;5;38;
Mediterranean;Solidago virgaurea;Penauta;250821-13;6;36;
Mediterranean;Solidago virgaurea;Penauta;250821-13;7;14;
Mediterranean;Solidago virgaurea;Penauta;250821-13;8;13;
Mediterranean;Solidago virgaurea;Penauta;250821-13;9;18;
Mediterranean;Solidago virgaurea;Penauta;250821-13;10;29;
Mediterranean;Solidago virgaurea;Rabinalto;240821-08;1;265;
Mediterranean;Solidago virgaurea;Rabinalto;240821-08;2;137;
Mediterranean;Solidago virgaurea;Rabinalto;240821-08;3;121;
Mediterranean;Solidago virgaurea;Rabinalto;240821-08;4;72;
Mediterranean;Solidago virgaurea;Rabinalto;240821-08;5;43;
Mediterranean;Solidago virgaurea;Rabinalto;240821-08;6;51;
Mediterranean;Solidago virgaurea;Rabinalto;240821-08;7;126;
Mediterranean;Solidago virgaurea;Rabinalto;240821-08;8;129;
Mediterranean;Solidago virgaurea;Rabinalto;240821-08;9;61;
Mediterranean;Solidago virgaurea;Rabinalto;240821-08;10;51;
Mediterranean;Teesdalia conferta;Penauta;040822-12;1;14;
Mediterranean;Teesdalia conferta;Penauta;040822-12;2;16;
Mediterranean;Teesdalia conferta;Penauta;040822-12;3;0;
Mediterranean;Teesdalia conferta;Penauta;040822-12;4;14;
Mediterranean;Teesdalia conferta;Penauta;040822-12;5;26;
Mediterranean;Teesdalia conferta;Penauta;040822-12;6;12;
Mediterranean;Teesdalia conferta;Penauta;040822-12;7;4;
Mediterranean;Teesdalia conferta;Penauta;040822-12;8;7;
Mediterranean;Teesdalia conferta;Penauta;040822-12;9;10;
Mediterranean;Teesdalia conferta;Penauta;040822-12;10;3;
Temperate ;Thymus praecox;Hoyo sin tierra;300821-07;1;54;
Temperate ;Thymus praecox;Hoyo sin tierra;300821-07;2;9;
Temperate ;Thymus praecox;Hoyo sin tierra;300821-07;3;13;
Temperate ;Thymus praecox;Hoyo sin tierra;300821-07;4;54;
Temperate ;Thymus praecox;Hoyo sin tierra;300821-07;5;152;
Temperate ;Thymus praecox;Hoyo sin tierra;300821-07;6;243;
Temperate ;Thymus praecox;Hoyo sin tierra;300821-07;7;175;
Temperate ;Thymus praecox;Hoyo sin tierra;300821-07;8;226;
Temperate ;Thymus praecox;Hoyo sin tierra;300821-07;9;36;
Temperate ;Thymus praecox;Hoyo sin tierra;300821-07;10;10;
Mediterranean;Thymus praecox;Rabinalto;120821-06;1;1;
Mediterranean;Thymus praecox;Rabinalto;120821-06;2;340;
Mediterranean;Thymus praecox;Rabinalto;120821-06;3;462;
Mediterranean;Thymus praecox;Rabinalto;120821-06;4;327;
Mediterranean;Thymus praecox;Rabinalto;120821-06;5;829;
Mediterranean;Thymus praecox;Rabinalto;120821-06;6;709;
Mediterranean;Thymus praecox;Rabinalto;120821-06;7;406;
Mediterranean;Thymus praecox;Rabinalto;120821-06;8;509;
Mediterranean;Thymus praecox;Rabinalto;120821-06;9;733;
Mediterranean;Thymus praecox;Rabinalto;120821-06;10;100;
Mediterranean;Thymus praecox;Solana;110821-05;1;591;
Mediterranean;Thymus praecox;Solana;110821-05;2;221;
Mediterranean;Thymus praecox;Solana;110821-05;3;325;
Mediterranean;Thymus praecox;Solana;110821-05;4;410;
Mediterranean;Thymus praecox;Solana;110821-05;5;88;
Mediterranean;Thymus praecox;Solana;110821-05;6;1286;
Mediterranean;Thymus praecox;Solana;110821-05;7;175;
Mediterranean;Thymus praecox;Solana;110821-05;8;137;
Mediterranean;Thymus praecox;Solana;110821-05;9;1965;
Mediterranean;Thymus praecox;Solana;110821-05;10;;
Temperate;Veronica nummularia;Hou sin tierri;190822-06;1;10;
Temperate;Veronica nummularia;Hou sin tierri;190822-06;2;56;
Temperate;Veronica nummularia;Hou sin tierri;190822-06;3;25;
Temperate;Veronica nummularia;Hou sin tierri;190822-06;4;36;
Temperate;Veronica nummularia;Hou sin tierri;190822-06;5;26;
Temperate;Veronica nummularia;Hou sin tierri;190822-06;6;12;
Temperate;Veronica nummularia;Hou sin tierri;190822-06;7;54;
Temperate;Veronica nummularia;Hou sin tierri;190822-06;8;86;
Temperate;Veronica nummularia;Hou sin tierri;190822-06;9;8;
Temperate;Veronica nummularia;Hou sin tierri;190822-06;10;27;
Temperate;Veronica nummularia;Boches;230822-05;1;12;
Temperate;Veronica nummularia;Boches;230822-05;2;21;
Temperate;Veronica nummularia;Boches;230822-05;3;17;
Temperate;Veronica nummularia;Boches;230822-05;4;8;
Temperate;Veronica nummularia;Boches;230822-05;5;22;
Temperate;Veronica nummularia;Boches;230822-05;6;28;
Temperate;Veronica nummularia;Boches;230822-05;7;9;
Temperate;Veronica nummularia;Boches;230822-05;8;4;
Temperate;Veronica nummularia;Boches;230822-05;9;2;
Temperate;Veronica nummularia;Boches;230822-05;10;21;
Temperate;Jacobea boissieri;Hou sin tierri;190822-04;1;8;
